@relation pdbbindv2015-weka.filters.unsupervised.attribute.Remove-R1

@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric
@attribute	a126	numeric

@attribute energy numeric

@data
29,23,2,7,0,1,0,0,0,34,63,53,53,24,10,10,0,10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,7,4,14,2,476.171,0,142,33,1,0,0,0,0,4,5.61,2.69,4.26,3.59,2.69,3.81,3.81,6.95,1.57,3.14,5.61,5.61,0.9,3.14,6.73,13.9,9.42,2.24,4.93,7.4,855,6,8,37214.3,579,20,348,9,5,8,0,0,0,0,107,69,26,8,-8.738
50,40,6,9,1,0,0,0,0,61,111,98,98,48,13,13,0,13,6,1,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,3,2,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1490,12,4,15,0.5,790.336,0,227,56,5,0,0,0,0,20,6.9,6.9,1.48,3.94,3.45,3.45,1.48,11.33,1.48,4.93,6.9,5.91,1.97,1.48,6.4,9.36,8.37,0.99,2.46,10.34,390,4,2,17041.3,272,16,141,2,6,8,0,0,0,0,32,30,38,2,-8.724
27,31,3,4,0,0,0,0,0,43,70,56,56,29,14,14,0,14,6,0,0,1,5,0,0,0,0,6,0,0,0,2,1,0,0,3,12,0,1,5,0,0,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,1,1,0,0,3,875,6,5,5,4.9,505.2,0,129,38,3,0,0,0,0,9,4.53,5.83,2.91,4.53,5.18,4.21,4.85,10.03,3.56,4.53,4.53,3.56,1.29,2.27,5.5,6.47,6.47,2.27,3.24,8.74,309,2,8,14181.9,182,7,84,3,2,4,0,0,0,0,19,37,19,2,-8.721
19,17,5,1,0,0,0,0,0,26,45,39,39,20,5,5,1,6,4,0,0,2,2,0,0,0,0,3,0,0,0,2,0,0,1,0,7,0,2,2,0,0,2,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,2,0,0,1,0,483,4,2,2,1.3,309.159,0,90.5,23,1,0,0,0,0,2,3.64,4.3,4.3,5.96,2.65,3.64,8.28,7.28,2.65,5.3,3.64,9.6,2.32,3.97,4.97,5.3,4.64,0.99,4.3,5.96,575,6,0,28934.9,392,8,87,0,2,4,1,0,0,0,37,77,169,6,-8.721
31,29,3,7,1,0,0,0,0,42,73,60,60,29,13,13,0,13,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,887,8,5,15,-2.2,565.188,0,204,40,2,0,0,0,0,12,7.55,4.4,4.4,8.81,0,1.26,2.52,11.95,5.66,6.92,7.55,4.4,2.52,6.29,3.77,5.66,6.29,1.89,4.4,5.66,159,1,0,8357.2,79,17,4,0,0,0,0,0,0,0,10,11,32,1,-8.721
20,12,4,7,0,0,0,0,0,23,43,39,39,19,4,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,518,8,7,6,-4.3,332.133,0,201,23,5,0,0,0,0,4,4.16,4.16,6.49,4.94,4.42,1.82,4.68,10.39,1.56,6.23,4.16,4.42,1.04,4.42,5.19,12.21,5.97,3.64,3.38,6.75,385,1,8,14004.2,230,4,127,1,1,7,0,0,0,0,28,23,11,0,-8.721
31,22,1,3,1,0,0,0,0,28,59,54,54,23,4,4,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,616,4,1,6,6.1,389.202,0,85.8,27,0,0,0,0,0,1,9.36,6.59,3.12,4.51,3.29,3.12,4.51,5.72,3.29,3.99,9.36,5.55,2.08,2.43,5.2,8.67,6.41,1.56,3.99,6.59,1117,4,2,45511.6,768,20,122,0,6,6,0,2,0,0,46,127,395,25,-8.699
19,20,6,1,1,0,0,0,0,33,52,43,43,24,9,9,0,9,5,0,0,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,7,0,3,2,0,0,2,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0,667,6,2,4,3.3,426.103,0,126,29,1,0,0,0,0,3,5.9,1.79,8.72,6.41,0.77,2.31,6.67,5.9,4.1,8.97,5.9,10.26,1.28,3.59,3.33,5.64,5.64,1.03,3.33,6.41,588,7,0,30651.3,390,22,130,4,2,7,0,0,0,0,31,50,141,6,-8.699
25,17,1,0,0,0,0,0,0,20,45,42,42,17,3,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,242,1,0,2,3.6,243.199,0,3.2,18,0,0,0,0,0,1,4.64,2.55,4.18,4.87,1.86,3.71,3.48,7.66,2.09,3.02,4.64,6.26,1.16,3.25,5.57,13.69,10.44,1.86,5.34,7.42,862,4,8,38170,606,20,342,9,7,8,0,2,0,0,138,50,32,8,-8.699
45,32,3,4,1,0,0,0,0,43,88,80,80,35,8,8,0,8,4,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,830,6,4,10,5.7,567.313,0,127,40,5,0,0,0,0,30,3.03,4.04,3.03,4.04,2.02,6.06,4.04,13.13,1.01,13.13,3.03,6.06,2.02,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,9476.8,132,14,73,0,0,6,1,0,0,0,27,12,6,2,-8.699
20,10,2,10,2,0,0,0,0,25,45,41,41,21,4,4,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,642,12,5,5,-3.1,392.056,0,214,24,6,0,0,0,0,1,5,2.69,3.46,7.31,0.38,4.62,5,8.46,4.62,3.08,5,8.85,0.77,4.23,6.54,7.31,5,2.69,3.08,6.92,260,1,0,11850.6,165,16,57,2,0,2,1,1,0,0,24,35,17,0,-8.699
23,20,3,3,2,0,1,0,1,32,55,46,46,23,9,9,0,9,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,746,7,1,7,3.6,471.085,0,106,30,2,0,1,0,0,2,4.9,5.15,3.61,5.15,6.19,3.87,10.05,9.02,2.06,3.87,4.9,7.99,1.8,4.38,3.35,5.15,7.73,1.29,3.35,5.15,280,3,8,13490.9,174,2,82,4,2,4,0,0,0,0,21,30,19,2,-8.699
24,18,3,5,2,0,0,0,0,31,55,48,48,24,7,7,0,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,764,7,1,6,1.9,461.085,0,133,29,2,0,1,0,0,2,4.26,6.89,3.61,6.56,2.62,2.62,8.2,8.52,1.64,5.9,4.26,7.21,2.3,3.93,5.25,5.57,3.93,2.95,3.93,5.57,289,4,4,13473.4,173,2,74,4,2,2,0,0,0,0,19,32,27,5,-8.699
24,18,3,5,2,0,0,0,0,31,55,48,48,24,7,7,0,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,764,7,1,6,1.9,461.085,0,133,29,2,0,1,0,0,2,4.9,5.15,3.61,5.15,6.19,3.87,10.05,9.02,2.06,3.87,4.9,7.99,1.8,4.38,3.35,5.15,7.73,1.29,3.35,5.15,284,3,9,13701.9,171,2,80,4,2,4,0,0,0,0,16,32,19,2,-8.699
29,28,6,6,0,0,1,0,1,45,74,62,62,33,12,12,0,12,5,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,2,3,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,896,11,6,9,2.6,564.213,0,175,41,4,0,1,0,0,69,7.24,4.07,2.71,8.14,1.81,5.88,4.52,6.79,0.9,4.07,7.24,6.33,4.07,1.81,4.98,5.88,4.98,0.9,5.88,6.79,427,2,0,18111.4,315,48,30,2,0,0,0,0,0,0,27,36,149,11,-8.699
17,22,4,2,0,0,1,0,1,34,51,40,40,23,11,11,0,11,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,828,6,4,5,3.5,458.071,0,85.8,31,1,0,1,0,0,19,6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,344,1,0,16453.9,212,2,40,1,1,1,0,0,0,0,16,43,99,2,-8.699
23,24,3,3,1,0,1,0,1,37,60,49,49,26,11,11,0,11,5,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,2,3,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,824,6,2,5,4,487.113,0,86.9,33,2,0,0,0,0,2,4.9,5.15,3.61,5.15,6.19,3.87,10.05,9.02,2.06,3.87,4.9,7.99,1.8,4.38,3.35,5.15,7.73,1.29,3.35,5.15,285,2,8,13727.8,177,2,83,4,2,4,0,0,0,0,22,32,18,2,-8.699
24,15,3,3,2,0,0,0,0,25,49,44,44,20,5,5,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,517,6,2,7,2.7,393.095,0,115,24,0,0,0,0,0,2,5.14,5.14,3.43,5.14,6.29,4.29,8,9.71,2,4.29,5.14,7.71,1.43,4.29,3.71,5.14,8,1.14,3.43,5.43,287,2,8,13617.7,171,2,82,4,2,3,0,0,0,0,20,29,20,2,-8.699
6,4,4,3,2,0,0,0,0,13,19,14,14,8,5,5,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,297,7,2,2,-0.3,221.988,0,152,13,0,0,0,0,0,5,5.02,2.7,4.25,7.34,0.39,4.25,5.02,8.49,4.25,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,257,1,0,11876,163,16,57,2,0,2,0,2,0,0,20,37,17,0,-8.699
24,26,6,7,0,0,0,0,0,42,66,52,52,28,14,14,0,14,4,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1160,10,9,8,1,532.171,0,241,39,1,0,1,0,0,998,4.49,5.13,4.33,4.97,4.49,4.49,7.21,7.85,1.92,3.85,4.49,5.45,0.8,3.69,4.81,7.53,7.85,1.92,3.69,7.37,497,5,12,22182,287,9,141,5,2,8,0,0,0,0,38,54,25,2,-8.699
12,14,6,2,1,0,0,0,0,25,37,28,28,16,9,9,0,9,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,423,8,2,3,3.7,328.074,0,151,23,0,0,0,0,0,23,6.38,5.37,2.68,5.37,1.01,3.02,5.7,5.37,3.36,5.37,6.38,7.05,1.68,5.37,6.38,4.7,5.7,1.34,3.36,7.72,294,2,0,14855.3,183,2,39,1,2,2,0,0,0,0,20,34,77,3,-8.699
6,8,3,2,2,0,0,0,0,17,23,16,16,10,7,7,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,346,6,1,2,-3,274.959,0,123,16,0,0,0,0,0,1,5,2.69,3.85,7.31,0.38,4.23,5,8.46,4.62,3.46,5,9.23,0.77,4.62,6.54,6.92,4.62,2.69,3.08,6.54,257,1,0,11841.2,165,16,57,2,0,2,0,2,0,0,24,34,18,0,-8.699
34,23,0,4,0,0,0,0,0,31,65,63,63,29,2,2,0,2,5,0,0,2,3,0,0,0,0,6,0,0,0,1,2,0,0,3,11,0,2,3,0,0,1,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,686,4,2,1,1.8,374.246,0,66.8,27,8,0,0,0,0,1,4.89,1.09,4.35,6.52,2.17,2.72,5.98,8.7,3.8,4.35,4.89,8.7,1.09,3.26,3.8,9.24,4.35,3.26,8.15,10.33,159,3,2,8832.5,103,0,65,0,1,3,0,0,0,0,11,11,17,0,-8.699
22,24,5,2,0,0,0,0,0,35,57,45,45,23,12,12,0,12,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,605,5,4,7,1,447.146,0,103,32,1,0,0,0,0,44,6.58,5.26,5,6.32,1.84,3.16,5.53,5.26,5.26,7.37,6.58,6.05,2.63,3.42,5.53,5.53,3.68,0.79,5,4.21,335,3,0,16902.7,207,2,45,1,1,2,0,0,0,0,19,34,98,2,-8.699
24,18,0,2,0,0,0,0,0,23,47,44,44,20,3,3,0,3,4,0,0,1,3,0,0,0,0,6,0,0,0,1,2,0,0,3,10,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,2,2,0,2.2,272.178,0,40.5,20,5,0,0,0,0,9,6.02,2.08,4.63,3.7,2.31,5.09,3.94,7.41,1.62,3.01,6.02,5.79,1.39,3.47,5.79,12.96,10.65,2.78,4.17,6.71,419,5,4,19908.5,264,9,168,3,2,5,0,0,0,0,37,28,13,4,-8.699
6,7,2,2,2,0,0,0,0,14,20,14,14,8,6,6,0,6,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,285,5,1,1,-0.1,213.987,0,110,13,0,0,0,0,0,1,5.04,2.71,3.88,7.36,0.39,4.26,5.04,8.53,4.65,3.49,5.04,9.3,0.39,4.65,6.59,6.59,4.65,2.71,3.1,6.59,257,1,0,12020.7,161,16,56,2,0,2,0,2,0,0,23,32,17,0,-8.699
9,14,2,3,1,0,5,0,5,26,35,26,26,17,9,9,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,9,2,4,4.1,380.025,0,97.6,25,0,0,0,0,0,2,5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.25,6.56,6.95,4.63,2.7,3.09,6.95,258,1,0,12135.4,165,16,56,2,0,2,0,2,0,0,26,35,16,0,-8.699
28,22,2,5,0,0,0,0,0,30,58,50,50,22,8,8,0,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,6,3,12,-3.5,400.2,0,113,29,1,0,0,0,0,1,6.22,3.76,3.44,5.56,1.8,4.26,6.71,4.91,2.62,5.07,6.22,6.55,1.8,4.42,5.73,7.36,6.55,2.13,3.6,6.22,610,1,0,23993.1,436,22,94,1,2,3,0,0,0,0,37,74,190,9,-8.699
48,43,3,5,0,0,1,0,1,56,104,88,88,40,16,16,0,16,5,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1140,6,3,18,4.4,705.358,0,116,52,3,0,0,0,0,6,8.13,3.75,3.75,8.75,0,1.88,5.63,8.13,5,5,8.13,3.75,1.25,5,5.63,5,7.5,1.88,5,5,160,1,0,8703.9,82,17,4,0,0,0,0,0,0,0,10,14,32,1,-8.699
12,10,2,1,0,0,0,0,0,14,26,22,22,10,4,4,0,4,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,174,2,3,2,5.7,176.095,0,62,13,0,0,0,0,0,19,6.37,2.55,4.46,4.46,3.82,7.01,2.55,12.1,1.91,2.55,6.37,3.82,1.27,3.18,6.37,7.64,10.19,1.27,5.73,6.37,301,4,6,14710.9,188,0,100,0,4,5,0,0,0,0,27,25,28,0,-8.699
28,24,0,2,0,0,0,0,0,28,56,48,48,20,8,8,0,8,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2,1,3,0.2,348.209,0,37.3,26,0,0,1,0,0,1,5.24,5.24,1.87,5.99,2.25,3.37,7.49,5.62,4.49,7.12,5.24,6.37,4.12,3.37,5.24,6.37,8.24,0.37,1.5,2.25,232,2,0,11667.8,175,2,7,1,1,0,0,0,0,0,6,31,126,3,-8.699
22,21,5,1,0,0,1,0,1,33,55,47,47,25,8,8,0,8,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,558,6,2,5,4.7,449.119,0,78,30,1,0,0,0,0,2,4.58,4.25,3.59,5.23,1.96,2.61,4.9,6.54,6.54,5.23,4.58,6.54,3.27,4.9,4.9,6.21,4.58,1.31,3.27,8.5,289,2,0,14116.1,198,5,37,1,1,1,0,0,0,0,25,42,83,4,-8.699
32,25,4,4,1,0,0,0,0,40,72,66,66,34,6,6,0,6,6,0,0,6,0,0,0,0,0,3,0,0,2,0,0,1,0,0,9,0,6,0,0,2,0,0,1,0,0,6,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,2,0,0,1,0,0,829,7,1,8,-2.6,519.183,1,115,35,4,0,0,0,0,4,5.56,5.56,3.47,5.21,5.56,4.17,7.99,9.38,2.08,4.86,5.56,6.94,1.74,4.51,3.13,4.86,7.99,1.39,3.47,6.25,287,2,9,13697.3,174,2,81,4,2,4,0,0,0,0,20,30,18,2,-8.699
31,22,5,4,0,0,0,0,0,33,64,57,57,26,7,7,0,7,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,671,6,5,9,-1.9,429.238,0,149,31,2,0,0,0,0,2,4.23,6.84,3.58,6.84,2.61,2.61,7.82,9.12,1.63,5.86,4.23,7.17,2.28,3.91,5.21,5.54,3.91,2.93,3.91,5.54,290,4,4,13333.7,174,2,74,4,2,2,0,0,0,0,19,32,27,5,-8.697
13,16,1,0,0,0,0,0,0,19,32,24,24,11,8,8,0,8,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1,1,2,2.8,219.105,0,12,17,0,0,0,0,0,1,5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.63,6.56,6.95,4.63,2.7,3.09,6.56,258,1,0,11851.2,162,16,56,2,0,2,0,2,0,0,22,36,16,0,-8.69
45,37,5,6,0,0,0,0,0,52,97,84,84,39,13,13,0,13,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1070,6,4,14,4.3,655.337,0,140,48,5,0,0,0,0,8,3.03,4.04,4.04,4.04,2.02,5.05,4.04,13.13,1.01,13.13,3.03,7.07,2.02,2.02,7.07,0,8.08,2.02,1.01,6.06,198,2,0,9694.6,127,13,72,0,0,6,1,0,0,0,24,12,6,2,-8.69
36,28,2,9,1,0,0,0,0,44,80,71,71,35,9,9,0,9,5,0,0,3,2,0,0,0,0,2,0,0,1,1,0,0,0,0,7,0,3,2,0,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,939,10,2,12,3.4,576.214,0,141,40,5,0,0,0,0,2,5.05,4.04,3.03,4.04,0,5.05,4.04,13.13,1.01,14.14,5.05,7.07,2.02,2.02,6.06,1.01,8.08,2.02,1.01,7.07,198,2,0,10169.3,128,13,75,0,0,6,1,0,0,0,21,13,6,2,-8.678
19,12,3,1,0,0,0,0,0,17,36,33,33,14,3,3,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,201,4,1,3,1,221.153,0,37.4,16,0,0,0,0,0,1,4.29,6.67,4.29,7.62,1.9,4.29,6.67,2.38,1.43,6.67,4.29,3.33,0.48,2.86,5.24,12.86,6.67,2.38,3.33,10.48,4043,41,39,171618.4,2781,119,1377,35,20,16,1,0,0,0,615,317,218,20,-8.658
12,14,2,3,1,0,2,0,2,23,35,26,26,14,9,9,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,6,2,4,1.6,326.054,0,97.6,22,0,0,0,0,0,2,5.02,2.7,3.86,7.34,0.39,4.25,5.02,8.49,4.63,3.47,5.02,9.27,0.39,4.25,6.56,6.95,4.63,2.7,3.09,6.95,258,1,0,12106.5,160,18,56,2,0,2,0,1,0,0,24,32,16,0,-8.658
50,38,6,5,0,0,0,0,0,53,103,91,91,41,12,12,0,12,5,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,7,0,0,5,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1140,7,5,13,2.9,670.384,0,167,49,6,0,0,0,0,24,5.05,4.04,3.03,4.04,0,5.05,4.04,13.13,1.01,14.14,5.05,7.07,3.03,2.02,6.06,1.01,8.08,2.02,1.01,6.06,198,2,0,10105.3,126,12,75,0,0,6,1,0,0,0,20,13,6,2,-8.658
32,24,0,4,1,0,0,0,0,33,65,61,61,29,4,4,0,4,5,0,0,2,3,0,0,0,0,6,0,0,0,1,2,0,0,3,11,0,2,3,0,0,1,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,818,5,0,2,3,416.202,0,85.7,29,7,0,0,0,0,10,5.47,3.52,3.91,3.52,1.17,5.86,7.03,3.13,2.34,4.3,5.47,7.03,4.3,5.47,4.69,8.59,4.69,1.56,4.3,5.47,1405,16,0,69228.3,1062,0,52,0,6,6,0,0,0,0,45,147,796,21,-8.651
